
 S_max   P_max  K01    mu1    mu2    mu3    mu4 
+0.0009 0.0009 0.0375 0.0340 0.1800 0.0700 1.0333 
+0.0010 0.0010 0.0973 0.0340 0.1800 0.0700 1.1000 
+0.0011 0.0011 0.0074 0.0340 0.1800 0.0700 1.1667 
-1.1301 0.0012 0.2131 0.0340 0.1800 0.0700 1.2333 
-8.7280 0.0012 0.9729 0.0340 0.1800 0.0700 1.3000 
+0.0013 0.0013 0.0997 0.0340 0.1800 0.0700 1.3667 
-8.6265 0.0014 0.9628 0.0340 0.1800 0.0700 1.4333 
-8.1146 0.0014 0.9116 0.0340 0.1800 0.0700 1.5000 
-1.6748 0.0004 0.2675 0.0340 0.1800 0.0800 0.5000 
+0.0005 0.0005 0.0536 0.0340 0.1800 0.0800 0.5667 
+0.0006 0.0006 0.0405 0.0340 0.1800 0.0800 0.6333 
-0.0110 0.0007 0.1012 0.0340 0.1800 0.0800 0.7000 
+0.0007 0.0007 0.0645 0.0340 0.1800 0.0800 0.7667 
-0.0826 0.0008 0.1083 0.0340 0.1800 0.0800 0.8333 
+0.0009 0.0009 0.0397 0.0340 0.1800 0.0800 0.9000 
+0.0010 0.0010 0.0065 0.0340 0.1800 0.0800 0.9667 
-0.3889 0.0011 0.1390 0.0340 0.1800 0.0800 1.0333 
-7.8625 0.0012 0.8864 0.0340 0.1800 0.0800 1.1000 
+0.0012 0.0012 0.0040 0.0340 0.1800 0.0800 1.1667 
-0.1603 0.0013 0.1162 0.0340 0.1800 0.0800 1.2333 
-8.5121 0.0014 0.9514 0.0340 0.1800 0.0800 1.3000 
+0.0015 0.0015 0.0722 0.0340 0.1800 0.0800 1.3667 
+0.0016 0.0016 0.0661 0.0340 0.1800 0.0800 1.4333 
-1.5330 0.0016 0.2535 0.0340 0.1800 0.0800 1.5000 
+0.0005 0.0005 0.0459 0.0340 0.1800 0.0900 0.5000 
-8.7105 0.0006 0.9711 0.0340 0.1800 0.0900 0.5667 
-8.4829 0.0007 0.9484 0.0340 0.1800 0.0900 0.6333 
-8.5283 0.0007 0.9529 0.0340 0.1800 0.0900 0.7000 
-8.6810 0.0008 0.9682 0.0340 0.1800 0.0900 0.7667 
+0.0009 0.0009 0.0398 0.0340 0.1800 0.0900 0.8333 
+0.0010 0.0010 0.0211 0.0340 0.1800 0.0900 0.9000 
+0.0011 0.0011 0.0354 0.0340 0.1800 0.0900 0.9667 
-0.1070 0.0012 0.1108 0.0340 0.1800 0.0900 1.0333 
-1.4728 0.0013 0.2474 0.0340 0.1800 0.0900 1.1000 
-3.6614 0.0014 0.4663 0.0340 0.1800 0.0900 1.1667 
+0.0015 0.0015 0.0765 0.0340 0.1800 0.0900 1.2333 
+0.0016 0.0016 0.0474 0.0340 0.1800 0.0900 1.3000 
-1.5386 0.0017 0.2540 0.0340 0.1800 0.0900 1.3667 
+0.0018 0.0018 0.0635 0.0340 0.1800 0.0900 1.4333 
+0.0018 0.0018 0.0465 0.0340 0.1800 0.0900 1.5000 
-1.2561 0.0005 0.2257 0.0340 0.1800 0.1000 0.5000 
+0.0006 0.0006 0.0210 0.0340 0.1800 0.1000 0.5667 
-8.7295 0.0007 0.9730 0.0340 0.1800 0.1000 0.6333 
+0.0008 0.0008 0.0162 0.0340 0.1800 0.1000 0.7000 
+0.0009 0.0009 0.0109 0.0340 0.1800 0.1000 0.7667 
+0.0010 0.0010 0.0372 0.0340 0.1800 0.1000 0.8333 
-0.5751 0.0011 0.1576 0.0340 0.1800 0.1000 0.9000 
+0.0012 0.0012 0.0324 0.0340 0.1800 0.1000 0.9667 
+0.0013 0.0013 0.0910 0.0340 0.1800 0.1000 1.0333 
-8.8122 0.0014 0.9814 0.0340 0.1800 0.1000 1.1000 
+0.0016 0.0016 0.0384 0.0340 0.1800 0.1000 1.1667 
-1.9261 0.0017 0.2928 0.0340 0.1800 0.1000 1.2333 
+0.0017 0.0017 0.0852 0.0340 0.1800 0.1000 1.3000 
+0.0018 0.0018 0.0648 0.0340 0.1800 0.1000 1.3667 
-8.9030 0.0019 0.9905 0.0340 0.1800 0.1000 1.4333 
-0.0502 0.0020 0.1052 0.0340 0.1800 0.1000 1.5000 
-0.2009 0.0006 0.1201 0.0340 0.1800 0.1100 0.5000 
-0.2186 0.0007 0.1219 0.0340 0.1800 0.1100 0.5667 
-8.7872 0.0008 0.9788 0.0340 0.1800 0.1100 0.6333 
-8.7004 0.0009 0.9701 0.0340 0.1800 0.1100 0.7000 
-8.2990 0.0010 0.9300 0.0340 0.1800 0.1100 0.7667 
+0.0011 0.0011 0.0173 0.0340 0.1800 0.1100 0.8333 
-7.5983 0.0013 0.8600 0.0340 0.1800 0.1100 0.9000 
+0.0014 0.0014 0.0866 0.0340 0.1800 0.1100 0.9667 
-0.4984 0.0015 0.1500 0.0340 0.1800 0.1100 1.0333 
+0.0016 0.0016 0.0643 0.0340 0.1800 0.1100 1.1000 
+0.0017 0.0017 0.0135 0.0340 0.1800 0.1100 1.1667 
+0.0018 0.0018 0.0461 0.0340 0.1800 0.1100 1.2333 
-0.2540 0.0019 0.1256 0.0340 0.1800 0.1100 1.3000 
+0.0020 0.0020 0.0152 0.0340 0.1800 0.1100 1.3667 
+0.0021 0.0021 0.0397 0.0340 0.1800 0.1100 1.4333 
+0.0022 0.0022 0.0320 0.0340 0.1800 0.1100 1.5000 
-1.4937 0.0006 0.2494 0.0340 0.1800 0.1200 0.5000 
-7.1402 0.0007 0.8141 0.0340 0.1800 0.1200 0.5667 
-8.4009 0.0009 0.9402 0.0340 0.1800 0.1200 0.6333 
+0.0010 0.0010 0.0083 0.0340 0.1800 0.1200 0.7000 
-5.4081 0.0011 0.6409 0.0340 0.1800 0.1200 0.7667 
+0.0012 0.0012 0.0570 0.0340 0.1800 0.1200 0.8333 
+0.0014 0.0014 0.0843 0.0340 0.1800 0.1200 0.9000 
+0.0015 0.0015 0.0486 0.0340 0.1800 0.1200 0.9667 
-8.0531 0.0016 0.9055 0.0340 0.1800 0.1200 1.0333 
+0.0017 0.0017 0.0099 0.0340 0.1800 0.1200 1.1000 
+0.0019 0.0019 0.0752 0.0340 0.1800 0.1200 1.1667 
-0.1591 0.0020 0.1161 0.0340 0.1800 0.1200 1.2333 
-8.6773 0.0021 0.9679 0.0340 0.1800 0.1200 1.3000 
+0.0022 0.0022 0.0127 0.0340 0.1800 0.1200 1.3667 
+0.0023 0.0023 0.0486 0.0340 0.1800 0.1200 1.4333 
+0.0024 0.0024 0.0769 0.0340 0.1800 0.1200 1.5000 
+0.0007 0.0007 0.0953 0.0340 0.1800 0.1300 0.5000 
-8.6943 0.0008 0.9695 0.0340 0.1800 0.1300 0.5667 
-8.7843 0.0009 0.9785 0.0340 0.1800 0.1300 0.6333 
+0.0011 0.0011 0.0974 0.0340 0.1800 0.1300 0.7000 
-8.9327 0.0012 0.9934 0.0340 0.1800 0.1300 0.7667 
+0.0013 0.0013 0.0422 0.0340 0.1800 0.1300 0.8333 
-1.0016 0.0015 0.2003 0.0340 0.1800 0.1300 0.9000 
-1.6024 0.0016 0.2604 0.0340 0.1800 0.1300 0.9667 
+0.0017 0.0017 0.0058 0.0340 0.1800 0.1300 1.0333 
+0.0019 0.0019 0.0737 0.0340 0.1800 0.1300 1.1000 
+0.0020 0.0020 0.0534 0.0340 0.1800 0.1300 1.1667 
+0.0021 0.0021 0.0077 0.0340 0.1800 0.1300 1.2333 
+0.0023 0.0023 0.0514 0.0340 0.1800 0.1300 1.3000 
+0.0024 0.0024 0.0744 0.0340 0.1800 0.1300 1.3667 
-8.4403 0.0025 0.9443 0.0340 0.1800 0.1300 1.4333 
-0.9748 0.0026 0.1977 0.0340 0.1800 0.1300 1.5000 
-1.4464 0.0007 0.2447 0.0340 0.1800 0.1400 0.5000 
+0.0009 0.0009 0.0131 0.0340 0.1800 0.1400 0.5667 
-8.7656 0.0010 0.9767 0.0340 0.1800 0.1400 0.6333 
+0.0011 0.0011 0.0114 0.0340 0.1800 0.1400 0.7000 
-6.1871 0.0013 0.7188 0.0340 0.1800 0.1400 0.7667 
+0.0014 0.0014 0.0247 0.0340 0.1800 0.1400 0.8333 
+0.0016 0.0016 0.0000 0.0340 0.1800 0.1400 0.9000 
+0.0017 0.0017 0.0048 0.0340 0.1800 0.1400 0.9667 
+0.0019 0.0019 0.0072 0.0340 0.1800 0.1400 1.0333 
-0.3183 0.0020 0.1320 0.0340 0.1800 0.1400 1.1000 
+0.0022 0.0022 0.0075 0.0340 0.1800 0.1400 1.1667 
+0.0023 0.0023 0.0825 0.0340 0.1800 0.1400 1.2333 
+0.0024 0.0024 0.0711 0.0340 0.1800 0.1400 1.3000 
+0.0026 0.0026 0.0548 0.0340 0.1800 0.1400 1.3667 
-0.6931 0.0027 0.1696 0.0340 0.1800 0.1400 1.4333 
+0.0028 0.0028 0.0313 0.0340 0.1800 0.1400 1.5000 
-0.0699 0.0008 0.1071 0.0340 0.1800 0.1500 0.5000 
+0.0009 0.0009 0.0064 0.0340 0.1800 0.1500 0.5667 
+0.0011 0.0011 0.0839 0.0340 0.1800 0.1500 0.6333 
+0.0012 0.0012 0.0398 0.0340 0.1800 0.1500 0.7000 
+0.0014 0.0014 0.0703 0.0340 0.1800 0.1500 0.7667 
+0.0015 0.0015 0.0178 0.0340 0.1800 0.1500 0.8333 
+0.0017 0.0017 0.0359 0.0340 0.1800 0.1500 0.9000 
-8.6825 0.0018 0.9684 0.0340 0.1800 0.1500 0.9667 
-5.6911 0.0020 0.6693 0.0340 0.1800 0.1500 1.0333 
+0.0021 0.0021 0.0643 0.0340 0.1800 0.1500 1.1000 
+0.0023 0.0023 0.0425 0.0340 0.1800 0.1500 1.1667 
-0.2400 0.0024 0.1242 0.0340 0.1800 0.1500 1.2333 
+0.0026 0.0026 0.0592 0.0340 0.1800 0.1500 1.3000 
+0.0027 0.0027 0.0716 0.0340 0.1800 0.1500 1.3667 
+0.0029 0.0029 0.0137 0.0340 0.1800 0.1500 1.4333 
+0.0030 0.0030 0.0685 0.0340 0.1800 0.1500 1.5000 
+0.0008 0.0008 0.0436 0.0340 0.1800 0.1600 0.5000 
-8.8178 0.0010 0.9819 0.0340 0.1800 0.1600 0.5667 
-0.3383 0.0011 0.1339 0.0340 0.1800 0.1600 0.6333 
+0.0013 0.0013 0.0593 0.0340 0.1800 0.1600 0.7000 
+0.0015 0.0015 0.0020 0.0340 0.1800 0.1600 0.7667 
+0.0016 0.0016 0.0031 0.0340 0.1800 0.1600 0.8333 
+0.0018 0.0018 0.0508 0.0340 0.1800 0.1600 0.9000 
+0.0020 0.0020 0.0171 0.0340 0.1800 0.1600 0.9667 
+0.0021 0.0021 0.0026 0.0340 0.1800 0.1600 1.0333 
+0.0023 0.0023 0.0727 0.0340 0.1800 0.1600 1.1000 
+0.0024 0.0024 0.0285 0.0340 0.1800 0.1600 1.1667 
+0.0026 0.0026 0.0220 0.0340 0.1800 0.1600 1.2333 
+0.0028 0.0028 0.0787 0.0340 0.1800 0.1600 1.3000 
-8.1880 0.0029 0.9191 0.0340 0.1800 0.1600 1.3667 
+0.0031 0.0031 0.0827 0.0340 0.1800 0.1600 1.4333 
+0.0032 0.0032 0.0710 0.0340 0.1800 0.1600 1.5000 
+0.0009 0.0009 0.0276 0.0340 0.1800 0.1700 0.5000 
+0.0010 0.0010 0.0328 0.0340 0.1800 0.1700 0.5667 
+0.0012 0.0012 0.0754 0.0340 0.1800 0.1700 0.6333 
-0.7547 0.0014 0.1756 0.0340 0.1800 0.1700 0.7000 
+0.0016 0.0016 0.0885 0.0340 0.1800 0.1700 0.7667 
+0.0017 0.0017 0.0285 0.0340 0.1800 0.1700 0.8333 
+0.0019 0.0019 0.0629 0.0340 0.1800 0.1700 0.9000 
+0.0021 0.0021 0.0409 0.0340 0.1800 0.1700 0.9667 
+0.0022 0.0022 0.0058 0.0340 0.1800 0.1700 1.0333 
-8.6898 0.0024 0.9692 0.0340 0.1800 0.1700 1.1000 
+0.0026 0.0026 0.0436 0.0340 0.1800 0.1700 1.1667 
+0.0028 0.0028 0.0785 0.0340 0.1800 0.1700 1.2333 
+0.0029 0.0029 0.0559 0.0340 0.1800 0.1700 1.3000 
+0.0031 0.0031 0.0758 0.0340 0.1800 0.1700 1.3667 
-0.4792 0.0033 0.1482 0.0340 0.1800 0.1700 1.4333 
+0.0034 0.0034 0.0704 0.0340 0.1800 0.1700 1.5000 
-8.7694 0.0009 0.9770 0.0340 0.1800 0.1800 0.5000 
+0.0011 0.0011 0.0909 0.0340 0.1800 0.1800 0.5667 
-7.6367 0.0013 0.8638 0.0340 0.1800 0.1800 0.6333 
+0.0015 0.0015 0.0973 0.0340 0.1800 0.1800 0.7000 
+0.0016 0.0016 0.0162 0.0340 0.1800 0.1800 0.7667 
+0.0018 0.0018 0.0374 0.0340 0.1800 0.1800 0.8333 
+0.0020 0.0020 0.0585 0.0340 0.1800 0.1800 0.9000 
+0.0022 0.0022 0.0547 0.0340 0.1800 0.1800 0.9667 
+0.0024 0.0024 0.0223 0.0340 0.1800 0.1800 1.0333 
+0.0026 0.0026 0.0649 0.0340 0.1800 0.1800 1.1000 
-1.3865 0.0027 0.2389 0.0340 0.1800 0.1800 1.1667 
+0.0029 0.0029 0.0484 0.0340 0.1800 0.1800 1.2333 
+0.0031 0.0031 0.0028 0.0340 0.1800 0.1800 1.3000 
-8.8002 0.0033 0.9803 0.0340 0.1800 0.1800 1.3667 
+0.0034 0.0034 0.0107 0.0340 0.1800 0.1800 1.4333 
-2.5144 0.0036 0.3518 0.0340 0.1800 0.1800 1.5000 
-2.6407 0.0010 0.3642 0.0340 0.1800 0.1900 0.5000 
-5.1340 0.0012 0.6135 0.0340 0.1800 0.1900 0.5667 
+0.0013 0.0013 0.0599 0.0340 0.1800 0.1900 0.6333 
+0.0015 0.0015 0.0715 0.0340 0.1800 0.1900 0.7000 
+0.0017 0.0017 0.0273 0.0340 0.1800 0.1900 0.7667 
+0.0019 0.0019 0.0169 0.0340 0.1800 0.1900 0.8333 
+0.0021 0.0021 0.0406 0.0340 0.1800 0.1900 0.9000 
-0.3475 0.0023 0.1350 0.0340 0.1800 0.1900 0.9667 
+0.0025 0.0025 0.0709 0.0340 0.1800 0.1900 1.0333 
-0.1670 0.0027 0.1170 0.0340 0.1800 0.1900 1.1000 
+0.0029 0.0029 0.0015 0.0340 0.1800 0.1900 1.1667 
+0.0031 0.0031 0.0287 0.0340 0.1800 0.1900 1.2333 
+0.0033 0.0033 0.0577 0.0340 0.1800 0.1900 1.3000 
+0.0034 0.0034 0.0546 0.0340 0.1800 0.1900 1.3667 
+0.0036 0.0036 0.0207 0.0340 0.1800 0.1900 1.4333 
+0.0038 0.0038 0.0630 0.0340 0.1800 0.1900 1.5000 
+0.0010 0.0010 0.0395 0.0340 0.1800 0.2000 0.5000 
+0.0012 0.0012 0.0067 0.0340 0.1800 0.2000 0.5667 
-8.4565 0.0014 0.9458 0.0340 0.1800 0.2000 0.6333 
+0.0016 0.0016 0.0078 0.0340 0.1800 0.2000 0.7000 
+0.0018 0.0018 0.0336 0.0340 0.1800 0.2000 0.7667 
+0.0020 0.0020 0.0853 0.0340 0.1800 0.2000 0.8333 
+0.0022 0.0022 0.0389 0.0340 0.1800 0.2000 0.9000 
+0.0024 0.0024 0.0511 0.0340 0.1800 0.2000 0.9667 
+0.0026 0.0026 0.0359 0.0340 0.1800 0.2000 1.0333 
+0.0028 0.0028 0.0611 0.0340 0.1800 0.2000 1.1000 
+0.0030 0.0030 0.0181 0.0340 0.1800 0.2000 1.1667 
+0.0032 0.0032 0.0916 0.0340 0.1800 0.2000 1.2333 
-0.2591 0.0034 0.1263 0.0340 0.1800 0.2000 1.3000 
+0.0036 0.0036 0.0434 0.0340 0.1800 0.2000 1.3667 
+0.0038 0.0038 0.0858 0.0340 0.1800 0.2000 1.4333 
-8.1222 0.0040 0.9126 0.0340 0.1800 0.2000 1.5000 
-0.3843 0.0003 0.1385 0.0340 0.1900 0.0500 0.5000 
+0.0003 0.0003 0.0086 0.0340 0.1900 0.0500 0.5667 
-0.2669 0.0004 0.1267 0.0340 0.1900 0.0500 0.6333 
-6.5094 0.0004 0.7510 0.0340 0.1900 0.0500 0.7000 
+0.0005 0.0005 0.0472 0.0340 0.1900 0.0500 0.7667 
-1.2153 0.0005 0.2216 0.0340 0.1900 0.0500 0.8333 
+0.0006 0.0006 0.0696 0.0340 0.1900 0.0500 0.9000 
-0.3961 0.0006 0.1397 0.0340 0.1900 0.0500 0.9667 
-0.2584 0.0006 0.1259 0.0340 0.1900 0.0500 1.0333 
+0.0007 0.0007 0.0151 0.0340 0.1900 0.0500 1.1000 
+0.0007 0.0007 0.0978 0.0340 0.1900 0.0500 1.1667 
+0.0008 0.0008 0.0663 0.0340 0.1900 0.0500 1.2333 
+0.0008 0.0008 0.0313 0.0340 0.1900 0.0500 1.3000 
+0.0009 0.0009 0.0305 0.0340 0.1900 0.0500 1.3667 
+0.0009 0.0009 0.0553 0.0340 0.1900 0.0500 1.4333 
+0.0010 0.0010 0.0299 0.0340 0.1900 0.0500 1.5000 
-0.7333 0.0003 0.1734 0.0340 0.1900 0.0600 0.5000 
+0.0004 0.0004 0.0189 0.0340 0.1900 0.0600 0.5667 
-3.6377 0.0004 0.4638 0.0340 0.1900 0.0600 0.6333 
+0.0005 0.0005 0.0180 0.0340 0.1900 0.0600 0.7000 
+0.0005 0.0005 0.0857 0.0340 0.1900 0.0600 0.7667 
-0.3178 0.0006 0.1318 0.0340 0.1900 0.0600 0.8333 
+0.0007 0.0007 0.0220 0.0340 0.1900 0.0600 0.9000 
-0.2624 0.0007 0.1263 0.0340 0.1900 0.0600 0.9667 
+0.0008 0.0008 0.0235 0.0340 0.1900 0.0600 1.0333 
+0.0008 0.0008 0.0339 0.0340 0.1900 0.0600 1.1000 
+0.0009 0.0009 0.0807 0.0340 0.1900 0.0600 1.1667 
+0.0010 0.0010 0.0563 0.0340 0.1900 0.0600 1.2333 
+0.0010 0.0010 0.0737 0.0340 0.1900 0.0600 1.3000 
+0.0011 0.0011 0.0651 0.0340 0.1900 0.0600 1.3667 
+0.0011 0.0011 0.0055 0.0340 0.1900 0.0600 1.4333 
+0.0012 0.0012 0.0289 0.0340 0.1900 0.0600 1.5000 
-8.7997 0.0004 0.9800 0.0340 0.1900 0.0700 0.5000 
+0.0004 0.0004 0.0528 0.0340 0.1900 0.0700 0.5667 
-0.1718 0.0005 0.1172 0.0340 0.1900 0.0700 0.6333 
+0.0006 0.0006 0.0244 0.0340 0.1900 0.0700 0.7000 
-0.7843 0.0006 0.1785 0.0340 0.1900 0.0700 0.7667 
-4.9068 0.0007 0.5907 0.0340 0.1900 0.0700 0.8333 
-0.9670 0.0008 0.1968 0.0340 0.1900 0.0700 0.9000 
+0.0008 0.0008 0.0016 0.0340 0.1900 0.0700 0.9667 
+0.0009 0.0009 0.0134 0.0340 0.1900 0.0700 1.0333 
+0.0010 0.0010 0.0358 0.0340 0.1900 0.0700 1.1000 
-1.2644 0.0010 0.2265 0.0340 0.1900 0.0700 1.1667 
+0.0011 0.0011 0.0337 0.0340 0.1900 0.0700 1.2333 
+0.0012 0.0012 0.0232 0.0340 0.1900 0.0700 1.3000 
-1.4573 0.0012 0.2459 0.0340 0.1900 0.0700 1.3667 
+0.0013 0.0013 0.0877 0.0340 0.1900 0.0700 1.4333 
+0.0014 0.0014 0.0631 0.0340 0.1900 0.0700 1.5000 
-0.4772 0.0004 0.1478 0.0340 0.1900 0.0800 0.5000 
+0.0005 0.0005 0.0381 0.0340 0.1900 0.0800 0.5667 
+0.0006 0.0006 0.0841 0.0340 0.1900 0.0800 0.6333 
+0.0006 0.0006 0.0642 0.0340 0.1900 0.0800 0.7000 
+0.0007 0.0007 0.0920 0.0340 0.1900 0.0800 0.7667 
-0.0244 0.0008 0.1025 0.0340 0.1900 0.0800 0.8333 
+0.0009 0.0009 0.0694 0.0340 0.1900 0.0800 0.9000 
+0.0010 0.0010 0.0521 0.0340 0.1900 0.0800 0.9667 
+0.0010 0.0010 0.0396 0.0340 0.1900 0.0800 1.0333 
+0.0011 0.0011 0.0001 0.0340 0.1900 0.0800 1.1000 
-0.4276 0.0012 0.1429 0.0340 0.1900 0.0800 1.1667 
+0.0013 0.0013 0.0055 0.0340 0.1900 0.0800 1.2333 
-8.4475 0.0013 0.9449 0.0340 0.1900 0.0800 1.3000 
+0.0014 0.0014 0.0281 0.0340 0.1900 0.0800 1.3667 
-8.6992 0.0015 0.9701 0.0340 0.1900 0.0800 1.4333 
+0.0016 0.0016 0.0131 0.0340 0.1900 0.0800 1.5000 
+0.0005 0.0005 0.0183 0.0340 0.1900 0.0900 0.5000 
+0.0005 0.0005 0.0114 0.0340 0.1900 0.0900 0.5667 
+0.0006 0.0006 0.0189 0.0340 0.1900 0.0900 0.6333 
+0.0007 0.0007 0.0341 0.0340 0.1900 0.0900 0.7000 
-1.4134 0.0008 0.2414 0.0340 0.1900 0.0900 0.7667 
+0.0009 0.0009 0.0865 0.0340 0.1900 0.0900 0.8333 
-1.2806 0.0010 0.2282 0.0340 0.1900 0.0900 0.9000 
-8.9189 0.0011 0.9920 0.0340 0.1900 0.0900 0.9667 
-0.9123 0.0012 0.1913 0.0340 0.1900 0.0900 1.0333 
+0.0012 0.0012 0.0905 0.0340 0.1900 0.0900 1.1000 
+0.0013 0.0013 0.0390 0.0340 0.1900 0.0900 1.1667 
+0.0014 0.0014 0.0454 0.0340 0.1900 0.0900 1.2333 
+0.0015 0.0015 0.0253 0.0340 0.1900 0.0900 1.3000 
+0.0016 0.0016 0.0097 0.0340 0.1900 0.0900 1.3667 
+0.0017 0.0017 0.0689 0.0340 0.1900 0.0900 1.4333 
+0.0017 0.0017 0.0274 0.0340 0.1900 0.0900 1.5000 
+0.0005 0.0005 0.0533 0.0340 0.1900 0.1000 0.5000 
+0.0006 0.0006 0.0304 0.0340 0.1900 0.1000 0.5667 
+0.0007 0.0007 0.0490 0.0340 0.1900 0.1000 0.6333 
+0.0008 0.0008 0.0476 0.0340 0.1900 0.1000 0.7000 
-8.8388 0.0009 0.9840 0.0340 0.1900 0.1000 0.7667 
-1.1896 0.0010 0.2191 0.0340 0.1900 0.1000 0.8333 
-0.5471 0.0011 0.1548 0.0340 0.1900 0.1000 0.9000 
+0.0012 0.0012 0.0112 0.0340 0.1900 0.1000 0.9667 
-2.2754 0.0013 0.3277 0.0340 0.1900 0.1000 1.0333 
-7.2959 0.0014 0.8297 0.0340 0.1900 0.1000 1.1000 
-0.6999 0.0015 0.1701 0.0340 0.1900 0.1000 1.1667 
-5.6547 0.0016 0.6656 0.0340 0.1900 0.1000 1.2333 
+0.0017 0.0017 0.0318 0.0340 0.1900 0.1000 1.3000 
+0.0018 0.0018 0.0571 0.0340 0.1900 0.1000 1.3667 
+0.0018 0.0018 0.0666 0.0340 0.1900 0.1000 1.4333 
-8.7473 0.0019 0.9749 0.0340 0.1900 0.1000 1.5000 
+0.0006 0.0006 0.0201 0.0340 0.1900 0.1100 0.5000 
+0.0007 0.0007 0.0751 0.0340 0.1900 0.1100 0.5667 
-5.9496 0.0008 0.6950 0.0340 0.1900 0.1100 0.6333 
-8.6935 0.0009 0.9694 0.0340 0.1900 0.1100 0.7000 
-0.3790 0.0010 0.1380 0.0340 0.1900 0.1100 0.7667 
+0.0011 0.0011 0.0096 0.0340 0.1900 0.1100 0.8333 
+0.0012 0.0012 0.0017 0.0340 0.1900 0.1100 0.9000 
+0.0013 0.0013 0.0507 0.0340 0.1900 0.1100 0.9667 
-4.4138 0.0014 0.5415 0.0340 0.1900 0.1100 1.0333 
+0.0015 0.0015 0.0436 0.0340 0.1900 0.1100 1.1000 
-7.5989 0.0016 0.8601 0.0340 0.1900 0.1100 1.1667 
+0.0017 0.0017 0.0034 0.0340 0.1900 0.1100 1.2333 
+0.0018 0.0018 0.0322 0.0340 0.1900 0.1100 1.3000 
+0.0019 0.0019 0.0096 0.0340 0.1900 0.1100 1.3667 
+0.0020 0.0020 0.0489 0.0340 0.1900 0.1100 1.4333 
+0.0021 0.0021 0.0038 0.0340 0.1900 0.1100 1.5000 
-8.9383 0.0006 0.9939 0.0340 0.1900 0.1200 0.5000 
+0.0007 0.0007 0.0260 0.0340 0.1900 0.1200 0.5667 
-0.0231 0.0008 0.1024 0.0340 0.1900 0.1200 0.6333 
+0.0010 0.0010 0.0419 0.0340 0.1900 0.1200 0.7000 
+0.0011 0.0011 0.0247 0.0340 0.1900 0.1200 0.7667 
+0.0012 0.0012 0.0172 0.0340 0.1900 0.1200 0.8333 
+0.0013 0.0013 0.0414 0.0340 0.1900 0.1200 0.9000 
-5.4496 0.0014 0.6451 0.0340 0.1900 0.1200 0.9667 
+0.0015 0.0015 0.0211 0.0340 0.1900 0.1200 1.0333 
+0.0017 0.0017 0.0571 0.0340 0.1900 0.1200 1.1000 
+0.0018 0.0018 0.0073 0.0340 0.1900 0.1200 1.1667 
-0.0594 0.0019 0.1061 0.0340 0.1900 0.1200 1.2333 
+0.0020 0.0020 0.0289 0.0340 0.1900 0.1200 1.3000 
+0.0021 0.0021 0.0756 0.0340 0.1900 0.1200 1.3667 
-0.0165 0.0022 0.1019 0.0340 0.1900 0.1200 1.4333 
+0.0023 0.0023 0.0531 0.0340 0.1900 0.1200 1.5000 
+0.0007 0.0007 0.0161 0.0340 0.1900 0.1300 0.5000 
+0.0008 0.0008 0.0215 0.0340 0.1900 0.1300 0.5667 
+0.0009 0.0009 0.0206 0.0340 0.1900 0.1300 0.6333 
+0.0010 0.0010 0.0136 0.0340 0.1900 0.1300 0.7000 
+0.0012 0.0012 0.0111 0.0340 0.1900 0.1300 0.7667 
-0.3631 0.0013 0.1364 0.0340 0.1900 0.1300 0.8333 
-8.8817 0.0014 0.9883 0.0340 0.1900 0.1300 0.9000 
-0.4658 0.0015 0.1467 0.0340 0.1900 0.1300 0.9667 
-1.5205 0.0017 0.2522 0.0340 0.1900 0.1300 1.0333 
+0.0018 0.0018 0.0714 0.0340 0.1900 0.1300 1.1000 
-0.1945 0.0019 0.1196 0.0340 0.1900 0.1300 1.1667 
+0.0020 0.0020 0.0432 0.0340 0.1900 0.1300 1.2333 
+0.0022 0.0022 0.0005 0.0340 0.1900 0.1300 1.3000 
+0.0023 0.0023 0.0626 0.0340 0.1900 0.1300 1.3667 
+0.0024 0.0024 0.0725 0.0340 0.1900 0.1300 1.4333 
+0.0025 0.0025 0.0637 0.0340 0.1900 0.1300 1.5000 
+0.0007 0.0007 0.0442 0.0340 0.1900 0.1400 0.5000 
+0.0008 0.0008 0.0583 0.0340 0.1900 0.1400 0.5667 
-0.9832 0.0010 0.1984 0.0340 0.1900 0.1400 0.6333 
-8.7548 0.0011 0.9756 0.0340 0.1900 0.1400 0.7000 
+0.0012 0.0012 0.0020 0.0340 0.1900 0.1400 0.7667 
-8.3952 0.0014 0.9397 0.0340 0.1900 0.1400 0.8333 
+0.0015 0.0015 0.0652 0.0340 0.1900 0.1400 0.9000 
+0.0017 0.0017 0.0556 0.0340 0.1900 0.1400 0.9667 
+0.0018 0.0018 0.0325 0.0340 0.1900 0.1400 1.0333 
-0.5903 0.0019 0.1592 0.0340 0.1900 0.1400 1.1000 
+0.0021 0.0021 0.0100 0.0340 0.1900 0.1400 1.1667 
+0.0022 0.0022 0.0490 0.0340 0.1900 0.1400 1.2333 
+0.0023 0.0023 0.0418 0.0340 0.1900 0.1400 1.3000 
+0.0024 0.0024 0.0338 0.0340 0.1900 0.1400 1.3667 
+0.0026 0.0026 0.0282 0.0340 0.1900 0.1400 1.4333 
+0.0027 0.0027 0.0571 0.0340 0.1900 0.1400 1.5000 
+0.0008 0.0008 0.0070 0.0340 0.1900 0.1500 0.5000 
