
 S_max   P_max  K01    mu1    mu2    mu3    mu4 
+0.0009 0.0009 0.0717 0.0340 0.1900 0.1500 0.5667 
+0.0010 0.0010 0.0800 0.0340 0.1900 0.1500 0.6333 
+0.0012 0.0012 0.0195 0.0340 0.1900 0.1500 0.7000 
+0.0013 0.0013 0.0296 0.0340 0.1900 0.1500 0.7667 
-6.6512 0.0015 0.7653 0.0340 0.1900 0.1500 0.8333 
+0.0016 0.0016 0.0062 0.0340 0.1900 0.1500 0.9000 
+0.0018 0.0018 0.0164 0.0340 0.1900 0.1500 0.9667 
-3.0481 0.0019 0.4050 0.0340 0.1900 0.1500 1.0333 
+0.0021 0.0021 0.0291 0.0340 0.1900 0.1500 1.1000 
-0.5042 0.0022 0.1506 0.0340 0.1900 0.1500 1.1667 
+0.0023 0.0023 0.0601 0.0340 0.1900 0.1500 1.2333 
+0.0025 0.0025 0.0199 0.0340 0.1900 0.1500 1.3000 
+0.0026 0.0026 0.0027 0.0340 0.1900 0.1500 1.3667 
+0.0027 0.0027 0.0371 0.0340 0.1900 0.1500 1.4333 
-8.7036 0.0029 0.9706 0.0340 0.1900 0.1500 1.5000 
+0.0008 0.0008 0.0030 0.0340 0.1900 0.1600 0.5000 
-8.9388 0.0010 0.9940 0.0340 0.1900 0.1600 0.5667 
+0.0011 0.0011 0.0390 0.0340 0.1900 0.1600 0.6333 
+0.0013 0.0013 0.0668 0.0340 0.1900 0.1600 0.7000 
+0.0014 0.0014 0.0266 0.0340 0.1900 0.1600 0.7667 
+0.0016 0.0016 0.0307 0.0340 0.1900 0.1600 0.8333 
+0.0017 0.0017 0.0077 0.0340 0.1900 0.1600 0.9000 
+0.0019 0.0019 0.0069 0.0340 0.1900 0.1600 0.9667 
-8.4744 0.0020 0.9476 0.0340 0.1900 0.1600 1.0333 
+0.0022 0.0022 0.0849 0.0340 0.1900 0.1600 1.1000 
-0.0372 0.0023 0.1040 0.0340 0.1900 0.1600 1.1667 
+0.0025 0.0025 0.0612 0.0340 0.1900 0.1600 1.2333 
+0.0026 0.0026 0.0458 0.0340 0.1900 0.1600 1.3000 
+0.0028 0.0028 0.0172 0.0340 0.1900 0.1600 1.3667 
+0.0029 0.0029 0.0723 0.0340 0.1900 0.1600 1.4333 
+0.0031 0.0031 0.0857 0.0340 0.1900 0.1600 1.5000 
-5.1897 0.0008 0.6191 0.0340 0.1900 0.1700 0.5000 
-0.0583 0.0010 0.1059 0.0340 0.1900 0.1700 0.5667 
+0.0012 0.0012 0.0151 0.0340 0.1900 0.1700 0.6333 
-0.3805 0.0013 0.1382 0.0340 0.1900 0.1700 0.7000 
+0.0015 0.0015 0.0300 0.0340 0.1900 0.1700 0.7667 
+0.0017 0.0017 0.0353 0.0340 0.1900 0.1700 0.8333 
-0.0990 0.0018 0.1101 0.0340 0.1900 0.1700 0.9000 
+0.0020 0.0020 0.0749 0.0340 0.1900 0.1700 0.9667 
-8.7556 0.0022 0.9758 0.0340 0.1900 0.1700 1.0333 
-8.8518 0.0023 0.9854 0.0340 0.1900 0.1700 1.1000 
-3.1005 0.0025 0.4103 0.0340 0.1900 0.1700 1.1667 
+0.0026 0.0026 0.0271 0.0340 0.1900 0.1700 1.2333 
+0.0028 0.0028 0.0870 0.0340 0.1900 0.1700 1.3000 
+0.0029 0.0029 0.0981 0.0340 0.1900 0.1700 1.3667 
+0.0031 0.0031 0.0125 0.0340 0.1900 0.1700 1.4333 
-8.3322 0.0032 0.9335 0.0340 0.1900 0.1700 1.5000 
+0.0009 0.0009 0.0842 0.0340 0.1900 0.1800 0.5000 
-8.4117 0.0011 0.9413 0.0340 0.1900 0.1800 0.5667 
+0.0012 0.0012 0.0053 0.0340 0.1900 0.1800 0.6333 
+0.0014 0.0014 0.0324 0.0340 0.1900 0.1800 0.7000 
+0.0016 0.0016 0.0636 0.0340 0.1900 0.1800 0.7667 
+0.0018 0.0018 0.0168 0.0340 0.1900 0.1800 0.8333 
+0.0019 0.0019 0.0535 0.0340 0.1900 0.1800 0.9000 
+0.0021 0.0021 0.0497 0.0340 0.1900 0.1800 0.9667 
+0.0023 0.0023 0.0001 0.0340 0.1900 0.1800 1.0333 
+0.0024 0.0024 0.0057 0.0340 0.1900 0.1800 1.1000 
-0.0395 0.0026 0.1042 0.0340 0.1900 0.1800 1.1667 
+0.0028 0.0028 0.0047 0.0340 0.1900 0.1800 1.2333 
+0.0029 0.0029 0.0336 0.0340 0.1900 0.1800 1.3000 
-0.0420 0.0031 0.1045 0.0340 0.1900 0.1800 1.3667 
-0.0103 0.0033 0.1014 0.0340 0.1900 0.1800 1.4333 
+0.0034 0.0034 0.0314 0.0340 0.1900 0.1800 1.5000 
+0.0009 0.0009 0.0321 0.0340 0.1900 0.1900 0.5000 
-8.7644 0.0011 0.9766 0.0340 0.1900 0.1900 0.5667 
+0.0013 0.0013 0.0476 0.0340 0.1900 0.1900 0.6333 
+0.0015 0.0015 0.0227 0.0340 0.1900 0.1900 0.7000 
-0.1150 0.0017 0.1117 0.0340 0.1900 0.1900 0.7667 
-8.7323 0.0018 0.9734 0.0340 0.1900 0.1900 0.8333 
+0.0020 0.0020 0.0905 0.0340 0.1900 0.1900 0.9000 
-0.0768 0.0022 0.1079 0.0340 0.1900 0.1900 0.9667 
+0.0024 0.0024 0.0134 0.0340 0.1900 0.1900 1.0333 
-1.0177 0.0026 0.2020 0.0340 0.1900 0.1900 1.1000 
-0.5280 0.0027 0.1531 0.0340 0.1900 0.1900 1.1667 
+0.0029 0.0029 0.0738 0.0340 0.1900 0.1900 1.2333 
+0.0031 0.0031 0.0106 0.0340 0.1900 0.1900 1.3000 
-0.2187 0.0033 0.1222 0.0340 0.1900 0.1900 1.3667 
-0.1996 0.0034 0.1203 0.0340 0.1900 0.1900 1.4333 
-0.8212 0.0036 0.1825 0.0340 0.1900 0.1900 1.5000 
-0.1358 0.0010 0.1137 0.0340 0.1900 0.2000 0.5000 
+0.0012 0.0012 0.0038 0.0340 0.1900 0.2000 0.5667 
+0.0014 0.0014 0.0616 0.0340 0.1900 0.2000 0.6333 
+0.0016 0.0016 0.0597 0.0340 0.1900 0.2000 0.7000 
+0.0017 0.0017 0.0267 0.0340 0.1900 0.2000 0.7667 
+0.0019 0.0019 0.0875 0.0340 0.1900 0.2000 0.8333 
+0.0021 0.0021 0.0370 0.0340 0.1900 0.2000 0.9000 
-8.9034 0.0023 0.9906 0.0340 0.1900 0.2000 0.9667 
+0.0025 0.0025 0.0868 0.0340 0.1900 0.2000 1.0333 
+0.0027 0.0027 0.0386 0.0340 0.1900 0.2000 1.1000 
+0.0029 0.0029 0.0742 0.0340 0.1900 0.2000 1.1667 
+0.0031 0.0031 0.0149 0.0340 0.1900 0.2000 1.2333 
+0.0033 0.0033 0.0012 0.0340 0.1900 0.2000 1.3000 
+0.0034 0.0034 0.0279 0.0340 0.1900 0.2000 1.3667 
+0.0036 0.0036 0.0656 0.0340 0.1900 0.2000 1.4333 
+0.0038 0.0038 0.0609 0.0340 0.1900 0.2000 1.5000 
+0.0002 0.0002 0.0820 0.0340 0.2000 0.0500 0.5000 
+0.0003 0.0003 0.0286 0.0340 0.2000 0.0500 0.5667 
-8.8806 0.0003 0.9881 0.0340 0.2000 0.0500 0.6333 
+0.0004 0.0004 0.0886 0.0340 0.2000 0.0500 0.7000 
+0.0004 0.0004 0.0477 0.0340 0.2000 0.0500 0.7667 
+0.0005 0.0005 0.0110 0.0340 0.2000 0.0500 0.8333 
-8.5523 0.0005 0.9553 0.0340 0.2000 0.0500 0.9000 
+0.0006 0.0006 0.0044 0.0340 0.2000 0.0500 0.9667 
-4.3717 0.0006 0.5372 0.0340 0.2000 0.0500 1.0333 
-0.9645 0.0007 0.1965 0.0340 0.2000 0.0500 1.1000 
+0.0007 0.0007 0.0117 0.0340 0.2000 0.0500 1.1667 
+0.0008 0.0008 0.0942 0.0340 0.2000 0.0500 1.2333 
+0.0008 0.0008 0.0420 0.0340 0.2000 0.0500 1.3000 
+0.0008 0.0008 0.0835 0.0340 0.2000 0.0500 1.3667 
-0.5652 0.0009 0.1566 0.0340 0.2000 0.0500 1.4333 
+0.0009 0.0009 0.0409 0.0340 0.2000 0.0500 1.5000 
+0.0003 0.0003 0.0650 0.0340 0.2000 0.0600 0.5000 
-1.5221 0.0004 0.2522 0.0340 0.2000 0.0600 0.5667 
-4.6778 0.0004 0.5678 0.0340 0.2000 0.0600 0.6333 
+0.0005 0.0005 0.0688 0.0340 0.2000 0.0600 0.7000 
+0.0005 0.0005 0.0616 0.0340 0.2000 0.0600 0.7667 
+0.0006 0.0006 0.0071 0.0340 0.2000 0.0600 0.8333 
+0.0006 0.0006 0.0491 0.0340 0.2000 0.0600 0.9000 
+0.0007 0.0007 0.0036 0.0340 0.2000 0.0600 0.9667 
+0.0007 0.0007 0.0779 0.0340 0.2000 0.0600 1.0333 
-0.3217 0.0008 0.1322 0.0340 0.2000 0.0600 1.1000 
-8.4959 0.0009 0.9497 0.0340 0.2000 0.0600 1.1667 
-0.1660 0.0009 0.1167 0.0340 0.2000 0.0600 1.2333 
+0.0010 0.0010 0.0395 0.0340 0.2000 0.0600 1.3000 
-0.6592 0.0010 0.1660 0.0340 0.2000 0.0600 1.3667 
+0.0011 0.0011 0.0155 0.0340 0.2000 0.0600 1.4333 
+0.0011 0.0011 0.0136 0.0340 0.2000 0.0600 1.5000 
+0.0003 0.0003 0.0991 0.0340 0.2000 0.0700 0.5000 
-0.0381 0.0004 0.1038 0.0340 0.2000 0.0700 0.5667 
-1.7235 0.0005 0.2724 0.0340 0.2000 0.0700 0.6333 
+0.0005 0.0005 0.0212 0.0340 0.2000 0.0700 0.7000 
-0.0231 0.0006 0.1024 0.0340 0.2000 0.0700 0.7667 
+0.0007 0.0007 0.0159 0.0340 0.2000 0.0700 0.8333 
-0.4184 0.0007 0.1419 0.0340 0.2000 0.0700 0.9000 
-8.2020 0.0008 0.9203 0.0340 0.2000 0.0700 0.9667 
-8.9154 0.0009 0.9916 0.0340 0.2000 0.0700 1.0333 
-0.8975 0.0009 0.1898 0.0340 0.2000 0.0700 1.1000 
+0.0010 0.0010 0.0086 0.0340 0.2000 0.0700 1.1667 
+0.0011 0.0011 0.0191 0.0340 0.2000 0.0700 1.2333 
+0.0011 0.0011 0.0664 0.0340 0.2000 0.0700 1.3000 
+0.0012 0.0012 0.0551 0.0340 0.2000 0.0700 1.3667 
-0.9073 0.0012 0.1908 0.0340 0.2000 0.0700 1.4333 
+0.0013 0.0013 0.0743 0.0340 0.2000 0.0700 1.5000 
+0.0004 0.0004 0.0009 0.0340 0.2000 0.0800 0.5000 
+0.0005 0.0005 0.0628 0.0340 0.2000 0.0800 0.5667 
+0.0005 0.0005 0.0925 0.0340 0.2000 0.0800 0.6333 
-0.0021 0.0006 0.1003 0.0340 0.2000 0.0800 0.7000 
+0.0007 0.0007 0.0340 0.0340 0.2000 0.0800 0.7667 
-0.3255 0.0008 0.1326 0.0340 0.2000 0.0800 0.8333 
+0.0008 0.0008 0.0251 0.0340 0.2000 0.0800 0.9000 
+0.0009 0.0009 0.0089 0.0340 0.2000 0.0800 0.9667 
-1.5334 0.0010 0.2534 0.0340 0.2000 0.0800 1.0333 
-1.4148 0.0011 0.2416 0.0340 0.2000 0.0800 1.1000 
+0.0011 0.0011 0.0488 0.0340 0.2000 0.0800 1.1667 
+0.0012 0.0012 0.0990 0.0340 0.2000 0.0800 1.2333 
+0.0013 0.0013 0.0675 0.0340 0.2000 0.0800 1.3000 
+0.0013 0.0013 0.0159 0.0340 0.2000 0.0800 1.3667 
-8.7980 0.0014 0.9799 0.0340 0.2000 0.0800 1.4333 
+0.0015 0.0015 0.0079 0.0340 0.2000 0.0800 1.5000 
+0.0004 0.0004 0.0180 0.0340 0.2000 0.0900 0.5000 
-0.2119 0.0005 0.1212 0.0340 0.2000 0.0900 0.5667 
-0.7359 0.0006 0.1736 0.0340 0.2000 0.0900 0.6333 
+0.0007 0.0007 0.0937 0.0340 0.2000 0.0900 0.7000 
-8.5332 0.0008 0.9534 0.0340 0.2000 0.0900 0.7667 
-0.7421 0.0009 0.1743 0.0340 0.2000 0.0900 0.8333 
+0.0009 0.0009 0.0894 0.0340 0.2000 0.0900 0.9000 
-1.1462 0.0010 0.2147 0.0340 0.2000 0.0900 0.9667 
-0.0425 0.0011 0.1044 0.0340 0.2000 0.0900 1.0333 
+0.0012 0.0012 0.0104 0.0340 0.2000 0.0900 1.1000 
-2.2581 0.0013 0.3259 0.0340 0.2000 0.0900 1.1667 
+0.0014 0.0014 0.0123 0.0340 0.2000 0.0900 1.2333 
-0.1549 0.0014 0.1156 0.0340 0.2000 0.0900 1.3000 
-0.5763 0.0015 0.1578 0.0340 0.2000 0.0900 1.3667 
-0.0661 0.0016 0.1068 0.0340 0.2000 0.0900 1.4333 
+0.0017 0.0017 0.0245 0.0340 0.2000 0.0900 1.5000 
+0.0005 0.0005 0.0812 0.0340 0.2000 0.1000 0.5000 
-0.2586 0.0006 0.1259 0.0340 0.2000 0.1000 0.5667 
+0.0007 0.0007 0.0044 0.0340 0.2000 0.1000 0.6333 
-8.6570 0.0008 0.9658 0.0340 0.2000 0.1000 0.7000 
+0.0009 0.0009 0.0886 0.0340 0.2000 0.1000 0.7667 
+0.0010 0.0010 0.0481 0.0340 0.2000 0.1000 0.8333 
+0.0010 0.0010 0.0132 0.0340 0.2000 0.1000 0.9000 
+0.0011 0.0011 0.0907 0.0340 0.2000 0.1000 0.9667 
-2.0677 0.0012 0.3069 0.0340 0.2000 0.1000 1.0333 
-1.5714 0.0013 0.2573 0.0340 0.2000 0.1000 1.1000 
+0.0014 0.0014 0.0204 0.0340 0.2000 0.1000 1.1667 
+0.0015 0.0015 0.0450 0.0340 0.2000 0.1000 1.2333 
-8.4787 0.0016 0.9480 0.0340 0.2000 0.1000 1.3000 
+0.0017 0.0017 0.0370 0.0340 0.2000 0.1000 1.3667 
-0.7201 0.0018 0.1722 0.0340 0.2000 0.1000 1.4333 
+0.0018 0.0018 0.0054 0.0340 0.2000 0.1000 1.5000 
-8.7640 0.0005 0.9765 0.0340 0.2000 0.1100 0.5000 
+0.0006 0.0006 0.0642 0.0340 0.2000 0.1100 0.5667 
+0.0007 0.0007 0.0127 0.0340 0.2000 0.1100 0.6333 
+0.0008 0.0008 0.0303 0.0340 0.2000 0.1100 0.7000 
+0.0009 0.0009 0.0568 0.0340 0.2000 0.1100 0.7667 
-0.6576 0.0010 0.1659 0.0340 0.2000 0.1100 0.8333 
-0.4114 0.0012 0.1413 0.0340 0.2000 0.1100 0.9000 
+0.0013 0.0013 0.0125 0.0340 0.2000 0.1100 0.9667 
+0.0014 0.0014 0.0722 0.0340 0.2000 0.1100 1.0333 
+0.0015 0.0015 0.0331 0.0340 0.2000 0.1100 1.1000 
-0.1252 0.0016 0.1127 0.0340 0.2000 0.1100 1.1667 
-0.0305 0.0016 0.1032 0.0340 0.2000 0.1100 1.2333 
-0.3244 0.0017 0.1326 0.0340 0.2000 0.1100 1.3000 
-1.1726 0.0018 0.2174 0.0340 0.2000 0.1100 1.3667 
+0.0019 0.0019 0.0189 0.0340 0.2000 0.1100 1.4333 
+0.0020 0.0020 0.0512 0.0340 0.2000 0.1100 1.5000 
+0.0006 0.0006 0.0479 0.0340 0.2000 0.1200 0.5000 
+0.0007 0.0007 0.0231 0.0340 0.2000 0.1200 0.5667 
-0.1009 0.0008 0.1102 0.0340 0.2000 0.1200 0.6333 
-0.4967 0.0009 0.1498 0.0340 0.2000 0.1200 0.7000 
-2.1440 0.0010 0.3145 0.0340 0.2000 0.1200 0.7667 
+0.0011 0.0011 0.0977 0.0340 0.2000 0.1200 0.8333 
-0.4023 0.0013 0.1404 0.0340 0.2000 0.1200 0.9000 
-0.1689 0.0014 0.1170 0.0340 0.2000 0.1200 0.9667 
+0.0015 0.0015 0.0665 0.0340 0.2000 0.1200 1.0333 
+0.0016 0.0016 0.0569 0.0340 0.2000 0.1200 1.1000 
+0.0017 0.0017 0.0809 0.0340 0.2000 0.1200 1.1667 
+0.0018 0.0018 0.0643 0.0340 0.2000 0.1200 1.2333 
-3.9393 0.0019 0.4941 0.0340 0.2000 0.1200 1.3000 
+0.0020 0.0020 0.0125 0.0340 0.2000 0.1200 1.3667 
+0.0021 0.0021 0.0861 0.0340 0.2000 0.1200 1.4333 
+0.0022 0.0022 0.0244 0.0340 0.2000 0.1200 1.5000 
+0.0006 0.0006 0.0611 0.0340 0.2000 0.1300 0.5000 
+0.0008 0.0008 0.0134 0.0340 0.2000 0.1300 0.5667 
-1.4813 0.0009 0.2482 0.0340 0.2000 0.1300 0.6333 
+0.0010 0.0010 0.0690 0.0340 0.2000 0.1300 0.7000 
+0.0011 0.0011 0.0974 0.0340 0.2000 0.1300 0.7667 
-1.8611 0.0012 0.2862 0.0340 0.2000 0.1300 0.8333 
-0.1028 0.0014 0.1104 0.0340 0.2000 0.1300 0.9000 
-3.5121 0.0015 0.4514 0.0340 0.2000 0.1300 0.9667 
+0.0016 0.0016 0.0560 0.0340 0.2000 0.1300 1.0333 
-0.0902 0.0017 0.1092 0.0340 0.2000 0.1300 1.1000 
-1.9736 0.0018 0.2975 0.0340 0.2000 0.1300 1.1667 
-1.0641 0.0019 0.2066 0.0340 0.2000 0.1300 1.2333 
+0.0021 0.0021 0.0420 0.0340 0.2000 0.1300 1.3000 
-0.0808 0.0022 0.1083 0.0340 0.2000 0.1300 1.3667 
-0.2670 0.0023 0.1269 0.0340 0.2000 0.1300 1.4333 
-8.5828 0.0024 0.9585 0.0340 0.2000 0.1300 1.5000 
+0.0007 0.0007 0.0599 0.0340 0.2000 0.1400 0.5000 
+0.0008 0.0008 0.0715 0.0340 0.2000 0.1400 0.5667 
+0.0009 0.0009 0.0911 0.0340 0.2000 0.1400 0.6333 
+0.0011 0.0011 0.0722 0.0340 0.2000 0.1400 0.7000 
+0.0012 0.0012 0.0081 0.0340 0.2000 0.1400 0.7667 
+0.0013 0.0013 0.0264 0.0340 0.2000 0.1400 0.8333 
+0.0015 0.0015 0.0394 0.0340 0.2000 0.1400 0.9000 
-8.4922 0.0016 0.9494 0.0340 0.2000 0.1400 0.9667 
+0.0017 0.0017 0.0800 0.0340 0.2000 0.1400 1.0333 
+0.0018 0.0018 0.0350 0.0340 0.2000 0.1400 1.1000 
+0.0020 0.0020 0.0537 0.0340 0.2000 0.1400 1.1667 
+0.0021 0.0021 0.0072 0.0340 0.2000 0.1400 1.2333 
+0.0022 0.0022 0.0026 0.0340 0.2000 0.1400 1.3000 
+0.0023 0.0023 0.0394 0.0340 0.2000 0.1400 1.3667 
+0.0024 0.0024 0.0189 0.0340 0.2000 0.1400 1.4333 
+0.0026 0.0026 0.0239 0.0340 0.2000 0.1400 1.5000 
+0.0007 0.0007 0.0394 0.0340 0.2000 0.1500 0.5000 
+0.0009 0.0009 0.0298 0.0340 0.2000 0.1500 0.5667 
-0.8519 0.0010 0.1853 0.0340 0.2000 0.1500 0.6333 
+0.0011 0.0011 0.0069 0.0340 0.2000 0.1500 0.7000 
+0.0013 0.0013 0.0129 0.0340 0.2000 0.1500 0.7667 
-2.2889 0.0014 0.3290 0.0340 0.2000 0.1500 0.8333 
+0.0016 0.0016 0.0060 0.0340 0.2000 0.1500 0.9000 
+0.0017 0.0017 0.0259 0.0340 0.2000 0.1500 0.9667 
+0.0018 0.0018 0.0750 0.0340 0.2000 0.1500 1.0333 
+0.0020 0.0020 0.0676 0.0340 0.2000 0.1500 1.1000 
+0.0021 0.0021 0.0013 0.0340 0.2000 0.1500 1.1667 
-1.0166 0.0022 0.2019 0.0340 0.2000 0.1500 1.2333 
-8.5682 0.0024 0.9571 0.0340 0.2000 0.1500 1.3000 
-4.0538 0.0025 0.5056 0.0340 0.2000 0.1500 1.3667 
-8.7844 0.0026 0.9787 0.0340 0.2000 0.1500 1.4333 
+0.0027 0.0027 0.0121 0.0340 0.2000 0.1500 1.5000 
-5.2580 0.0008 0.6259 0.0340 0.2000 0.1600 0.5000 
-0.4493 0.0009 0.1450 0.0340 0.2000 0.1600 0.5667 
+0.0011 0.0011 0.0102 0.0340 0.2000 0.1600 0.6333 
+0.0012 0.0012 0.0672 0.0340 0.2000 0.1600 0.7000 
+0.0014 0.0014 0.0668 0.0340 0.2000 0.1600 0.7667 
-1.9336 0.0015 0.2935 0.0340 0.2000 0.1600 0.8333 
-8.4788 0.0017 0.9480 0.0340 0.2000 0.1600 0.9000 
+0.0018 0.0018 0.0314 0.0340 0.2000 0.1600 0.9667 
-0.5094 0.0019 0.1511 0.0340 0.2000 0.1600 1.0333 
-0.0232 0.0021 0.1025 0.0340 0.2000 0.1600 1.1000 
+0.0022 0.0022 0.0315 0.0340 0.2000 0.1600 1.1667 
+0.0024 0.0024 0.0958 0.0340 0.2000 0.1600 1.2333 
+0.0025 0.0025 0.0660 0.0340 0.2000 0.1600 1.3000 
-8.2790 0.0026 0.9282 0.0340 0.2000 0.1600 1.3667 
+0.0028 0.0028 0.0396 0.0340 0.2000 0.1600 1.4333 
+0.0029 0.0029 0.0528 0.0340 0.2000 0.1600 1.5000 
+0.0008 0.0008 0.0092 0.0340 0.2000 0.1700 0.5000 
+0.0010 0.0010 0.0680 0.0340 0.2000 0.1700 0.5667 
-0.1482 0.0011 0.1149 0.0340 0.2000 0.1700 0.6333 
+0.0013 0.0013 0.0065 0.0340 0.2000 0.1700 0.7000 
+0.0014 0.0014 0.0007 0.0340 0.2000 0.1700 0.7667 
+0.0016 0.0016 0.0548 0.0340 0.2000 0.1700 0.8333 
-3.3779 0.0018 0.4380 0.0340 0.2000 0.1700 0.9000 
+0.0019 0.0019 0.0712 0.0340 0.2000 0.1700 0.9667 
+0.0021 0.0021 0.0045 0.0340 0.2000 0.1700 1.0333 
+0.0022 0.0022 0.0110 0.0340 0.2000 0.1700 1.1000 
+0.0024 0.0024 0.0225 0.0340 0.2000 0.1700 1.1667 
+0.0025 0.0025 0.0104 0.0340 0.2000 0.1700 1.2333 
+0.0027 0.0027 0.0608 0.0340 0.2000 0.1700 1.3000 
+0.0028 0.0028 0.0219 0.0340 0.2000 0.1700 1.3667 
+0.0029 0.0029 0.0211 0.0340 0.2000 0.1700 1.4333 
+0.0031 0.0031 0.0037 0.0340 0.2000 0.1700 1.5000 
+0.0009 0.0009 0.0276 0.0340 0.2000 0.1800 0.5000 
+0.0010 0.0010 0.0084 0.0340 0.2000 0.1800 0.5667 
-0.3763 0.0012 0.1378 0.0340 0.2000 0.1800 0.6333 
-0.2058 0.0014 0.1207 0.0340 0.2000 0.1800 0.7000 
+0.0015 0.0015 0.0192 0.0340 0.2000 0.1800 0.7667 
-7.3648 0.0017 0.8366 0.0340 0.2000 0.1800 0.8333 
-8.9307 0.0018 0.9933 0.0340 0.2000 0.1800 0.9000 
+0.0020 0.0020 0.0409 0.0340 0.2000 0.1800 0.9667 
+0.0022 0.0022 0.0265 0.0340 0.2000 0.1800 1.0333 
-0.5659 0.0023 0.1568 0.0340 0.2000 0.1800 1.1000 
+0.0025 0.0025 0.0556 0.0340 0.2000 0.1800 1.1667 
+0.0027 0.0027 0.0416 0.0340 0.2000 0.1800 1.2333 
+0.0028 0.0028 0.0088 0.0340 0.2000 0.1800 1.3000 
+0.0030 0.0030 0.0571 0.0340 0.2000 0.1800 1.3667 
-0.6642 0.0031 0.1667 0.0340 0.2000 0.1800 1.4333 
+0.0033 0.0033 0.0709 0.0340 0.2000 0.1800 1.5000 
-8.6926 0.0009 0.9694 0.0340 0.2000 0.1900 0.5000 
+0.0011 0.0011 0.0484 0.0340 0.2000 0.1900 0.5667 
-0.3953 0.0013 0.1397 0.0340 0.2000 0.1900 0.6333 
+0.0014 0.0014 0.0779 0.0340 0.2000 0.1900 0.7000 
-8.9004 0.0016 0.9902 0.0340 0.2000 0.1900 0.7667 
+0.0018 0.0018 0.0141 0.0340 0.2000 0.1900 0.8333 
-8.9371 0.0019 0.9939 0.0340 0.2000 0.1900 0.9000 
-1.6173 0.0021 0.2619 0.0340 0.2000 0.1900 0.9667 
-1.5613 0.0023 0.2564 0.0340 0.2000 0.1900 1.0333 
-1.6580 0.0025 0.2660 0.0340 0.2000 0.1900 1.1000 
+0.0026 0.0026 0.0631 0.0340 0.2000 0.1900 1.1667 
+0.0028 0.0028 0.0109 0.0340 0.2000 0.1900 1.2333 
-0.2919 0.0030 0.1295 0.0340 0.2000 0.1900 1.3000 
+0.0031 0.0031 0.0442 0.0340 0.2000 0.1900 1.3667 
+0.0033 0.0033 0.0112 0.0340 0.2000 0.1900 1.4333 
-2.9151 0.0034 0.3919 0.0340 0.2000 0.1900 1.5000 
-0.5353 0.0010 0.1536 0.0340 0.2000 0.2000 0.5000 
+0.0011 0.0011 0.0271 0.0340 0.2000 0.2000 0.5667 
-8.8544 0.0013 0.9856 0.0340 0.2000 0.2000 0.6333 
+0.0015 0.0015 0.0657 0.0340 0.2000 0.2000 0.7000 
+0.0017 0.0017 0.0310 0.0340 0.2000 0.2000 0.7667 
+0.0019 0.0019 0.0651 0.0340 0.2000 0.2000 0.8333 
+0.0020 0.0020 0.0705 0.0340 0.2000 0.2000 0.9000 
-0.3406 0.0022 0.1343 0.0340 0.2000 0.2000 0.9667 
-3.3132 0.0024 0.4316 0.0340 0.2000 0.2000 1.0333 
-1.2572 0.0026 0.2260 0.0340 0.2000 0.2000 1.1000 
+0.0028 0.0028 0.0873 0.0340 0.2000 0.2000 1.1667 
+0.0029 0.0029 0.0170 0.0340 0.2000 0.2000 1.2333 
-8.3482 0.0031 0.9351 0.0340 0.2000 0.2000 1.3000 
-0.4420 0.0033 0.1445 0.0340 0.2000 0.2000 1.3667 
+0.0034 0.0034 0.0251 0.0340 0.2000 0.2000 1.4333 
+0.0036 0.0036 0.0649 0.0340 0.2000 0.2000 1.5000 
-8.9865 0.0061 0.9993 0.0367 0.0500 0.0500 0.5000 
-7.8292 0.0062 0.8835 0.0367 0.0500 0.0500 0.5667 
+0.0032 0.0032 0.0984 0.0367 0.0500 0.0500 0.6333 
-8.8649 0.0039 0.9869 0.0367 0.0500 0.0500 0.7000 
-4.8184 0.0047 0.5823 0.0367 0.0500 0.0500 0.7667 
-8.8687 0.0055 0.9874 0.0367 0.0500 0.0500 0.8333 
-1.3582 0.0065 0.2365 0.0367 0.0500 0.0500 0.9000 
-2.8429 0.0092 0.3852 0.0367 0.0500 0.0500 0.9667 
+0.0086 0.0086 0.0548 0.0367 0.0500 0.0500 1.0333 
+0.0017 0.0017 0.0499 0.0367 0.0500 0.0500 1.1000 
-8.8324 0.0111 0.9843 0.0367 0.0500 0.0500 1.1667 
-4.6471 0.0124 0.5659 0.0367 0.0500 0.0500 1.2333 
-8.6797 0.0138 0.9694 0.0367 0.0500 0.0500 1.3000 
-0.7096 0.0153 0.1725 0.0367 0.0500 0.0500 1.3667 
-8.6959 0.0025 0.9698 0.0367 0.0500 0.0500 1.4333 
-1.2908 0.0027 0.2293 0.0367 0.0500 0.0500 1.5000 
-8.9252 0.0054 0.9931 0.0367 0.0500 0.0600 0.5000 
-8.9581 0.0098 0.9968 0.0367 0.0500 0.0600 0.5667 
-8.2880 0.0074 0.9295 0.0367 0.0500 0.0600 0.6333 
-0.5747 0.0046 0.1579 0.0367 0.0500 0.0600 0.7000 
-0.3243 0.0056 0.1330 0.0367 0.0500 0.0600 0.7667 
-2.0964 0.0066 0.3103 0.0367 0.0500 0.0600 0.8333 
-0.0361 0.0077 0.1044 0.0367 0.0500 0.0600 0.9000 
-4.2160 0.0090 0.5225 0.0367 0.0500 0.0600 0.9667 
-0.8477 0.0103 0.1858 0.0367 0.0500 0.0600 1.0333 
-8.6978 0.0158 0.9714 0.0367 0.0500 0.0600 1.1000 
